nome,uc,municipio_uc,latitude_uc,longitude_uc,macroregiao,regional
SDO-FBL-92621430-ASSOCIACAO EDUCATIVA MARIA TERESA,92621430,FRANCISCO BELTRAO,-26.07743,-53.05057,SDO,FBL
SDL-SJP-71720391-NITEK INDUSTRIAL LTDA,71720391,ARAUCARIA,-25.51982,-49.34766,SDL,SJP
SDN-PVI-22041400-BANCO DO BRASIL SA,22041400,LOANDA,-22.93282,-53.13548,SDN,PVI
SDT-LNA-93595921-BUSSADORI GARCIA & CIA LTDA,93595921,BELA VISTA DO PARAISO,-22.95833,-51.21663,SDT,LNA
SDN-CMO-25347802-CERAMICA KIBASE LTDA EPP,25347802,LUIZIANA,-24.292,-52.2774,SDN,CMO
SDL-CTA-80410855-SUPERMERCADO OTIMUS LTDA,80410855,CURITIBA,-25.51199,-49.2747,SDL,CTA
SDL-SJP-99514532-RODONAVES TRANSPORTES E ENCOMENDAS LTDA,99514532,SAO JOSE DOS PINHAIS,-25.56664,-49.16621,SDL,SJP
SDT-CPO-23899166-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,23899166,SAO SEBASTIAO DA AMOREIRA,-23.45186,-50.75385,SDT,CPO
SDO-CEL-32458894-UNITOM UNIDADE DE DIAGNOSTICO POR IMAGEM SS LTDA,32458894,CASCAVEL,-24.96232,-53.45847,SDO,CEL
SDL-LIT-41065859-ASSOCIACAO COMERCIAL INDUSTRIAL E AGRICOLA DE PARANAGUA,41065859,PARANAGUA,-25.51576,-48.50391,SDL,LIT
SDN-UMU-104640618-UNIVERSIDADE ESTADUAL DE MARINGA,104640618,CIANORTE,-23.66345,-52.62332,SDN,UMU
SDT-APA-92081568-WEGMED CAMINHOS MEDICINAIS LTDA,92081568,ARAPONGAS,-23.36677,-51.42146,SDT,APA
SDC-PGO-94476047-CLARO S A,94476047,PONTA GROSSA,-25.09823,-50.14691,SDC,PGO
SDL-CBN-73381160-SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,73381160,PIRAQUARA,-25.42025,-49.09259,SDL,CBN
SDL-CBN-104477571-CARLOS FRANCA AIRES,104477571,ITAPERUCU,-25.18962,-49.35309,SDL,CBN
SDL-CTA-92203140-BANCO DO BRASIL SA,92203140,CURITIBA,-25.43379,-49.29995,SDL,CTA
SDC-IRT-98840649-PARANA TRIBUNAL DE JUSTICA,98840649,PALMITAL,-24.886,-52.2138,SDC,IRT
SDL-CTA-99899124-BANCO DO BRASIL SA,99899124,CURITIBA,-25.41845,-49.24251,SDL,CTA
SDO-TDO-99915499-CAIXA ECONOMICA FEDERAL,99915499,PALOTINA,-24.28322,-53.83842,SDO,TDO
SDO-CEL-98655736-METALURGICA VOCAL LTDA,98655736,CASCAVEL,-24.95857,-53.39973,SDO,CEL
SDO-TDO-98443224-HISAAKI HATAMOTO,98443224,ASSIS CHATEAUBRIAND,-24.3847,-53.53559,SDO,TDO
SDT-APA-98430688-BF COMERCIO DE CEREAIS E INSUMOS AGRICOLAS LTDA,98430688,IGUARACU,-23.27502,-51.883,SDT,APA
SDT-LNA-63684888-BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS SA,63684888,PRIMEIRO DE MAIO,-22.8609,-51.03849,SDT,LNA
SDL-CTA-95145885-UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,95145885,CURITIBA,-25.44432,-49.35326,SDL,CTA
SDC-TEL-92132014-RAQUEL DE OLIVEIRA ASSIS,92132014,VENTANIA,-24.1674,-50.29451,SDC,TEL
SDC-PGO-99300222-NATURALLE AGRO MERCANTIL EIRELI,99300222,CASTRO,-24.74123,-49.999,SDC,PGO
SDL-SJP-75789981-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,75789981,LAPA,-25.75143,-49.72253,SDL,SJP
SDO-PTO-93842112-COOPERATIVA AGROPECUARIA TRADICAO,93842112,PATO BRANCO,-26.17979,-52.69709,SDO,PTO
SDL-CTA-93687230-BR INDUSTRIA E COMERCIO DE CONDUTORES ELETRICO LTDA,93687230,CURITIBA,-25.54283,-49.32651,SDL,CTA
SDL-SJP-94256195-BIAZAM PRODUTOS METALURGICOS LTDA,94256195,SAO JOSE DOS PINHAIS,-25.54353,-49.14129,SDL,SJP
SDL-SJP-98494090-COMERCIO INDUSTRIA E TRANSPORTES DE CEREAIS QUATRO J LTDA,98494090,QUITANDINHA,-25.85953,-49.50228,SDL,SJP
SDT-LNA-46538860-IGREJA NOVA ALIANCA DE LONDRINA,46538860,LONDRINA,-23.30725,-51.15629,SDT,LNA
SDO-TDO-93775270-ANTONIO MARCOS GALLI,93775270,PALOTINA,-24.28241,-53.87181,SDO,TDO
SDO-PTO-92412998-MUNICIPIO DE CHOPINZINHO,92412998,CHOPINZINHO,-25.85184,-52.55088,SDO,PTO
SDL-CTA-91690463-FUNDO MUNICIPAL DA SAUDE,91690463,CURITIBA,-25.49496,-49.30215,SDL,CTA
SDO-PTO-92793665-BANCO DO BRASIL SA,92793665,MANGUEIRINHA,-25.94234,-52.176,SDO,PTO
SDN-MGA-98801490-MUNICIPIO DE ITAMBE,98801490,ITAMBE,-23.6622,-51.98401,SDN,MGA
SDC-IRT-92303285-JOSE FRANCISCO PALUCH,92303285,PRUDENTOPOLIS,-25.26156,-51.09156,SDC,IRT
SDT-APA-99226405-ROCHA COMERCIO VAREJISTA DE GENEROS ALIMENTICIOS LTDA,99226405,ARAPONGAS,-23.42082,-51.43148,SDT,APA
SDT-CPO-86165771-COCAMAR COOPERATIVA AGROINDUSTRIAL,86165771,SERTANEJA,-22.99268,-50.84436,SDT,CPO
SDT-LNA-34508910-INSTITUTO DE CANCER DE LONDRINA,34508910,LONDRINA,-23.33099,-51.15665,SDT,LNA
SDT-LNA-96922966-PALHANO PREMIUM CONDOMINIO EMPRESARIAL,96922966,LONDRINA,-23.33553,-51.17681,SDT,LNA
SDT-LNA-91956420-NEUROCLINICA EMPREENDIMENTOS LTDA,91956420,LONDRINA,-23.32543,-51.16164,SDT,LNA
SDC-IRT-94723516-LAMINADOS SCHARAN LTDA EPP,94723516,IMBITUVA,-25.23951,-50.57994,SDC,IRT
SDT-APA-91875641-VERANO SORVETES LTDA ME,91875641,APUCARANA,-23.54596,-51.44812,SDT,APA
SDT-LNA-98918940-COMPANHIA DE HABITACAO DE LONDRINA COHAB LD,98918940,LONDRINA,-23.3175,-51.16306,SDT,LNA
SDN-CMO-95903518-MUNICIPIO DE UBIRATA,95903518,UBIRATA,-24.55544,-52.97312,SDN,CMO
SDO-FBL-70440778-COASUL COOPERATIVA AGROINDUSTRIAL,70440778,SALTO DO LONTRA,-25.77326,-53.31,SDO,FBL
SDC-PGO-93961022-MAURO DE MELO SENGES ME,93961022,SENGES,-24.10261,-49.4552,SDC,PGO
SDT-APA-98895540-ANTONIO APARECIDO DE HERCULES,98895540,SABAUDIA,-23.3235,-51.60196,SDT,APA
SDL-SJP-92988172-MODELCRAFT INDUSTRIA E COMERCIO LTDA ME,92988172,SAO JOSE DOS PINHAIS,-25.56432,-49.18956,SDL,SJP
SDN-PVI-92671098-RC ORTIZ E CIA LTDA,92671098,ALTO PARANA,-23.14172,-52.32764,SDN,PVI
SDL-CBN-92607250-TECNOL TECNOLOGIA EM POLIMEROS S A,92607250,COLOMBO,-25.38597,-49.16447,SDL,CBN
SDC-IRT-95879110-CLAUDIO HUMBERTO BRENNER,95879110,IMBITUVA,-25.20839,-50.60369,SDC,IRT
SDO-CEL-98816632-PARANA TRIBUNAL DE JUSTICA,98816632,LARANJEIRAS DO SUL,-25.39828,-52.41016,SDO,CEL
SDO-CEL-35603089-IMAPAR CAJATI CONSTRUTORA E FLORESTADORA LTDA,35603089,CASCAVEL,-25.0099,-53.29704,SDO,CEL
SDO-CEL-91799295-MUNICIPIO DE CASCAVEL,91799295,CASCAVEL,-24.97395,-53.41124,SDO,CEL
SDL-CTA-76230910-SUPERMERCADOS TISSI LTDA,76230910,CURITIBA,-25.46152,-49.33049,SDL,CTA
SDL-CTA-90622626-NOVELLO E GODOI LTDA,90622626,CURITIBA,-25.48443,-49.26134,SDL,CTA
SDO-FOZ-92897975-SUSTENTABIO BENIFICIADORA DE FENO LTDA ME,92897975,SANTA HELENA,-24.92132,-54.37196,SDO,FOZ
SDT-LNA-98957767-MUNICIPIO DE CAMBE,98957767,CAMBE,-23.29728,-51.23633,SDT,LNA
SDL-CTA-19450265-COMANDO DA AERONAUTICA,19450265,CURITIBA,-25.40043,-49.23806,SDL,CTA
SDL-CBN-93732716-OCA ENGENHARIA E EMPREENDIMENTOS LTDA,93732716,PIRAQUARA,-25.42266,-49.02535,SDL,CBN
SDN-PVI-45378169-BALFAR SOLAR INDUSTRIA FOTOELETRICA SA,45378169,PARANAVAI,-23.0731,-52.41425,SDN,PVI
SDL-CBN-19676158-INDUSTRIA DE CAL RIO GRANDE LTDA,19676158,ALMIRANTE TAMANDARE,-25.26848,-49.35502,SDL,CBN
SDN-CMO-93271409-J P BELGA E THOME LTDA ME,93271409,CAMPO MOURAO,-24.04999,-52.37683,SDN,CMO
SDO-TDO-92411380-MADEIRAS KAEFE LTDA,92411380,TUPASSI,-24.58736,-53.49607,SDO,TDO
SDO-TDO-101391978-COOPERATIVA DE CREDITO POUPANCA E INVESTIMENTO ALIANCA SICREDI,101391978,MARECHAL CANDIDO RONDON,-24.54534,-54.05268,SDO,TDO
SDO-FOZ-94404453-TAPECARIA JAEDI DE MEDIANEIRA LTDA EPP,94404453,MEDIANEIRA,-25.28805,-54.09805,SDO,FOZ
SDC-PGO-92444539-CLINICA SABEDOTTI LTDA,92444539,PONTA GROSSA,-25.09518,-50.15267,SDC,PGO
SDL-CBN-19450940-ACO MINERACAO LIMITADA,19450940,PIRAQUARA,-25.422,-49.02585,SDL,CBN
SDN-MGA-93502826-M W INJETORA DE PLASTICOS LTDA,93502826,MARINGA,-23.39478,-51.94054,SDN,MGA
SDO-TDO-91974208-MINERACAO DRISNER LTDA EPP,91974208,MARIPA,-24.47016,-53.81162,SDO,TDO
SDO-FOZ-95585257-COOP DE CREDITO E INV DE LIVRE ADM VANGUARDA DA REG DAS CATARAT,95585257,MEDIANEIRA,-25.29253,-54.09744,SDO,FOZ
SDT-LNA-95222022-FRIGORIFICO RAINHA DA PAZ LTDA,95222022,ROLANDIA,-23.30206,-51.33072,SDT,LNA
SDT-CPO-91929296-IRMAOS DALAQUA E CIA LTDA,91929296,ANDIRA,-23.04963,-50.23173,SDT,CPO
SDL-LIT-99143860-COLEGIO DIOCESANO LEAO XIII,99143860,PARANAGUA,-25.52534,-48.52415,SDL,LIT
SDL-SJP-42106257-ALL BREAD MOINHO DE CEREAIS E PRODUTOS PARA PANIFICACAO LTDA,42106257,SAO JOSE DOS PINHAIS,-25.48635,-49.152,SDL,SJP
SDN-MGA-100028918-CEITEP CENTRO DE EDUCACAO E INOVACAO TECNICO PROFISSIONAL LTDA,100028918,MARINGA,-23.42398,-51.97097,SDN,MGA
SDL-CBN-69735794-MUNICIPIO DE PINHAIS,69735794,PINHAIS,-25.44875,-49.18735,SDL,CBN
SDC-PGO-92965814-DELTA INDUSTRIAL LTDA,92965814,PONTA GROSSA,-25.17608,-50.0904,SDC,PGO
SDC-PGO-92089585-PONTASUL MOVEIS LTDA,92089585,PONTA GROSSA,-25.069,-50.1837,SDC,PGO
SDT-LNA-93287348-PARANA TRIBUNAL DE JUSTICA,93287348,IBIPORA,-23.27643,-51.06847,SDT,LNA
SDT-LNA-100065627-REDECINE LONDRINA CINEMATOGRAFICA LTDA,100065627,LONDRINA,-23.32933,-51.17819,SDT,LNA
SDC-PGO-96742607-IRMAOS MUFFATO CIA LTDA,96742607,PONTA GROSSA,-25.09328,-50.11443,SDC,PGO
SDC-PGO-101352999-MASTERFOODS BRASIL ALIMENTOS LTDA,101352999,PONTA GROSSA,-25.21265,-50.06002,SDC,PGO
SDT-APA-94987971-ALLTECH DO BRASIL AGROINDUSTRIAL LTDA,94987971,SAO PEDRO DO IVAI,-23.85432,-51.88591,SDT,APA
SDL-CBN-94179263-CAPITAL REALTY COMERCIO DE COMBUSTIVEIS LTDA,94179263,CAMPINA GRANDE DO SUL,-25.35109,-49.06111,SDL,CBN
SDL-CBN-95289151-JOAO KUSTER STRESSER,95289151,ALMIRANTE TAMANDARE,-25.24174,-49.33293,SDL,CBN
SDL-SJP-99442566-ANTONIO CARLOS MOSENA,99442566,RIO NEGRO,-26.16012,-49.67237,SDL,SJP
SDL-SJP-93002777-SERRARIA CARLOS PALU LTDA,93002777,MANDIRITUBA,-25.78373,-49.32693,SDL,SJP
SDT-LNA-84932830-ROMANELLI EXPORTACAO E IMPORTACAO LTDA,84932830,CAMBE,-23.29541,-51.31832,SDT,LNA
SDO-CEL-95834800-CLAUDIA FESTUGATO,95834800,SANTA TEREZA DO OESTE,-25.03405,-53.58733,SDO,CEL
SDC-IRT-100514960-S A MOAGEIRA E AGRICOLA,100514960,IRATI,-25.45334,-50.61491,SDC,IRT
SDO-TDO-32458916-C VALE COOPERATIVA AGROINDUSTRIAL,32458916,ASSIS CHATEAUBRIAND,-24.32653,-53.68706,SDO,TDO
SDL-CTA-93090579-CAIXA ECONOMICA FEDERAL,93090579,CURITIBA,-25.51702,-49.29509,SDL,CTA
SDT-LNA-87838370-GALPLAS INDUSTRIA E COMERCIO DE PLASTICOS LTDA,87838370,ROLANDIA,-23.30935,-51.33807,SDT,LNA
SDC-UVI-67520235-BASTON INDUSTRIA DE AEROSSOIS LTDA,67520235,PALMEIRA,-25.4475,-50.00885,SDC,UVI
SDN-CMO-34470085-AMITEC INDUSTRIA E COMERCIO DE AMIDOS LTDA,34470085,GOIOERE,-24.19972,-52.97041,SDN,CMO
SDC-TEL-94117705-COCARI COOPERATIVA AGROPECUARIA E INDUSTRIAL,94117705,ORTIGUEIRA,-24.21184,-50.94159,SDC,TEL
SDT-LNA-93413912-A BODYTECH PARTICIPACOES S A,93413912,LONDRINA,-23.34277,-51.18617,SDT,LNA
SDL-CBN-91767210-COMERCIO DE CEREAIS DELAMARTES LTDA,91767210,COLOMBO,-25.35753,-49.16489,SDL,CBN
SDL-CBN-99412519-MUNICIPIO DE PIRAQUARA,99412519,PIRAQUARA,-25.44779,-49.07898,SDL,CBN
SDN-CMO-95650210-VALDIR LOPES CAMARGO,95650210,LUIZIANA,-24.31922,-52.29185,SDN,CMO
SDL-SJP-93552637-METAL CAIRO LTDA EPP,93552637,SAO JOSE DOS PINHAIS,-25.554,-49.19287,SDL,SJP
SDL-CTA-101118546-CONDOMINIO URBAN OFFICE & HOTEL CURITIBA,101118546,CURITIBA,-25.41614,-49.26081,SDL,CTA
SDL-CTA-99584220-GELSON ANTONIO SEGHETTO EIRELI,99584220,CURITIBA,-25.43379,-49.23738,SDL,CTA
SDL-CBN-99534657-CALTIM FERTILIZANTES LTDA EPP,99534657,RIO BRANCO DO SUL,-25.22185,-49.30267,SDL,CBN
SDL-CTA-94225010-PORTOLA COMERCIO DE ALIMENTOS LTDA,94225010,CURITIBA,-25.43299,-49.31158,SDL,CTA
SDN-CMO-71592970-FIGUEIREDO E JORDAO LTDA,71592970,GOIOERE,-24.18754,-53.02894,SDN,CMO
SDN-UMU-73309834-JOSE DA SILVA MARTINS,73309834,ALTO PIQUIRI,-24.13668,-53.36838,SDN,UMU
SDO-FBL-92867669-TURIM INSUMOS E CEREAIS LTDA,92867669,RENASCENCA,-26.15991,-52.9472,SDO,FBL
SDC-PGO-4334671-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,4334671,PONTA GROSSA,-25.12387,-50.18204,SDC,PGO
SDC-PGO-95641904-DIOGO VRIESMAN,95641904,CARAMBEI,-24.78392,-50.2095,SDC,PGO
SDO-FBL-95471758-COAGRO COOPERATIVA AGROINDUSTRIAL,95471758,CAPANEMA,-25.65384,-53.80228,SDO,FBL
SDC-PGO-94722650-HOTEL KANAA LTDA,94722650,PONTA GROSSA,-25.15312,-50.1392,SDC,PGO
SDL-CTA-93762879-E VIAS EMPRESA LATINO AMERICANA DE CONSULTORIA VIARIA LTDA,93762879,CURITIBA,-25.45046,-49.26947,SDL,CTA
SDO-TDO-95430903-DOMINGOS AUGUSTO GIOLO PELANDA,95430903,PALOTINA,-24.43246,-53.69275,SDO,TDO
SDO-FBL-94324484-PASIN E PASIN CLINICA DE DIAGNOSTICOS POR IMAGEM LTDA,94324484,FRANCISCO BELTRAO,-26.07899,-53.05048,SDO,FBL
SDL-CBN-95353682-BRY AIR BRASIL CLIMATIZACAO LTDA,95353682,ALMIRANTE TAMANDARE,-25.32209,-49.29836,SDL,CBN
SDL-CTA-91715342-E.J.WAGNER ENGENHARIA E CONSTRUCAO LTDA,91715342,CURITIBA,-25.57326,-49.31008,SDL,CTA
SDO-TDO-96924527-ZERO GRAU INDUSTRIA E COMERCIO LTDA,96924527,NOVA SANTA ROSA,-24.47804,-53.94646,SDO,TDO
SDO-TDO-83707280-PRIMATO COOPERATIVA AGROINDUSTRIAL,83707280,TOLEDO,-24.74196,-53.72369,SDO,TDO
SDT-LNA-95623400-JOAO ITIMURA ALVES,95623400,LONDRINA,-23.54998,-51.17221,SDT,LNA
SDL-CBN-102230196-WIDA INDUSTRIA E COMERCIO DE EMBALAGENS LTDA LTDA,102230196,PIRAQUARA,-25.45659,-49.09883,SDL,CBN
SDL-CTA-94953660-MUNICIPIO DE CURITIBA,94953660,CURITIBA,-25.56366,-49.32792,SDL,CTA
SDN-UMU-17435048-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,17435048,TERRA BOA,-23.78174,-52.42247,SDN,UMU
SDN-MGA-96046414-CONDOMINIO TERRACO BELA VISTA,96046414,MARINGA,-23.43766,-51.91347,SDN,MGA
SDL-CTA-94601070-CABRAL E BELINATO SUPERMERCADO LTDA,94601070,CURITIBA,-25.45597,-49.20246,SDL,CTA
SDN-CMO-95889302-EDUARDO JOSEF REINHOFER,95889302,RONCADOR,-24.54788,-52.3735,SDN,CMO
SDN-MGA-95099492-APORTS INDUSTRIA DE PLASTICOS LTDA ME,95099492,SARANDI,-23.4417,-51.86978,SDN,MGA
SDL-CBN-94102112-DAUTO NODARI JUNIOR,94102112,RIO BRANCO DO SUL,-25.18289,-49.29656,SDL,CBN
SDN-CMO-98025538-SIDNEI LIKES PENTEADO,98025538,LUIZIANA,-24.2442,-52.36246,SDN,CMO
SDL-CTA-99223228-FERRAMENTAS UBRA LTDA EPP,99223228,CURITIBA,-25.51869,-49.22354,SDL,CTA
SDO-TDO-10041818-SERVICO AUTONOMO DE AGUA E ESGOTO,10041818,MARECHAL CANDIDO RONDON,-24.56267,-54.06091,SDO,TDO
SDL-CTA-99342030-CENTERJET INDUSTRIA E COMERCIO LTDA EPP,99342030,CURITIBA,-25.49755,-49.27755,SDL,CTA
SDL-CTA-102044414-INSTITUICAO ADVENTISTA SUL BRASILEIRA DE EDUCACAO,102044414,CURITIBA,-25.48869,-49.24526,SDL,CTA
SDT-LNA-93779658-INJETA SERVICOS E TERCEIRIZACOES LTDA ME,93779658,CAMBE,-23.29658,-51.23496,SDT,LNA
SDO-FOZ-95729607-FIORELLO E SILVA LTDA,95729607,ITAIPULANDIA,-25.15993,-54.26419,SDO,FOZ
SDO-FOZ-95795227-CLASSE A LAVANDERIA DE ENXOVAIS LTDA ME,95795227,FOZ DO IGUACU,-25.52787,-54.54171,SDO,FOZ
SDT-LNA-89776984-PLASTLONDRI ARTEFATOS PLASTICOS LTDA ME,89776984,IBIPORA,-23.28726,-51.08342,SDT,LNA
SDL-CTA-95722564-ASSOCIACAO FRANCISCANA DE ENSINO SENHOR BOM JESUS,95722564,CURITIBA,-25.43871,-49.27283,SDL,CTA
SDL-CTA-39540677-ASSOCIACAO BRASILEIRA DE EDUCACAO E CULTURA ABEC,39540677,CURITIBA,-25.4657,-49.24285,SDL,CTA
SDN-CMO-90392981-PARANA TRIBUNAL DE JUSTICA,90392981,MAMBORE,-24.3114,-52.52871,SDN,CMO
SDT-LNA-94581266-NORTFER INDUSTRIA METALURGICA LTDA ME,94581266,LONDRINA,-23.29125,-51.09826,SDT,LNA
SDC-UVI-65867653-CARPISO INDUSTRIA DE PAINEIS E REVESTIMENTOS DE MADEIRA LTDA,65867653,UNIAO DA VITORIA,-26.19606,-51.1105,SDC,UVI
SDN-CMO-70759359-INTEGRADA COOPERATIVA AGROINDUSTRIAL,70759359,GOIOERE,-24.18854,-53.00378,SDN,CMO
SDO-TDO-91875099-BIOCINESE CENTRO DE ESTUDOS BIOFARMACEUTICOS LTDA,91875099,TOLEDO,-24.73471,-53.73361,SDO,TDO
SDT-LNA-91894026-EDIFICIO PARC GUELL,91894026,LONDRINA,-23.32617,-51.18065,SDT,LNA
SDC-PGO-79884660-D OURO PAPEIS LTDA ME,79884660,SENGES,-24.10415,-49.45757,SDC,PGO
SDL-CTA-95673938-CENTRO DE ESTUDOS SUPERIORES POSITIVO LTDA,95673938,CURITIBA,-25.43376,-49.27541,SDL,CTA
SDT-LNA-94658242-DALLON PLASTICOS LTDA EPP,94658242,ROLANDIA,-23.30287,-51.38751,SDT,LNA
SDO-FBL-95471812-COAGRO COOPERATIVA AGROINDUSTRIAL,95471812,CAPANEMA,-25.6124,-53.87676,SDO,FBL
SDO-FBL-95621644-HERCULANO INDUSTRIA DE PELLETS LTDA ME,95621644,NOVA ESPERANCA DO SUDOESTE,-25.90217,-53.27204,SDO,FBL
SDO-FBL-96907665-OVER DO BRASIL INDUSTRIA DE ALUMINIOS EIRELI EPP,96907665,MARMELEIRO,-26.15573,-53.04477,SDO,FBL
SDT-CPO-93878613-MOLINI S SUPERMERCADO LTDA,93878613,SANTO ANTONIO DA PLATINA,-23.29307,-50.07633,SDT,CPO
SDC-TEL-77581954-LINHA ATUAL INDUSTRIA E COMERCIO DE MADEIRAS LTDA,77581954,TELEMACO BORBA,-24.35972,-50.65886,SDC,TEL
SDN-MGA-95921346-MUNICIPIO DE SARANDI,95921346,SARANDI,-23.46408,-51.87839,SDN,MGA
SDL-CTA-97093220-ASSOCIACAO BRASILEIRA DA IGREJA DE JESUS CRISTO DOS SANTOS DOS ,97093220,CURITIBA,-25.49312,-49.30939,SDL,CTA
SDO-CEL-94477221-FRIGORIFICO CASCATINHA LTDA ME,94477221,LARANJEIRAS DO SUL,-25.38665,-52.42196,SDO,CEL
SDO-CEL-95826971-HOSPITAL OFTALMOLOGICO CENTRO AVANCADO DA VISAO LTDA,95826971,CASCAVEL,-24.95931,-53.47693,SDO,CEL
SDO-FBL-95213961-COMERCIO DE CEREAIS IRMAOS BAGGIO LTDA,95213961,MARMELEIRO,-26.17971,-53.07217,SDO,FBL
SDO-FBL-64596729-COAGRO COOPERATIVA AGROINDUSTRIAL,64596729,PLANALTO,-25.71915,-53.76531,SDO,FBL
SDL-CBN-96235160-ENTERPRISES IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS E HOSPITA,96235160,PINHAIS,-25.41114,-49.19563,SDL,CBN
SDC-TEL-95879137-EMERSON LENIAR EIRELI,95879137,TIBAGI,-24.76238,-50.51993,SDC,TEL
SDN-MGA-100987036-CONDOMINIO EDIFICIO CENARIUM RESIDENCE II,100987036,MARINGA,-23.43476,-51.92941,SDN,MGA
SDO-TDO-50943960-PARANA TRIBUNAL DE JUSTICA,50943960,TOLEDO,-24.72123,-53.74023,SDO,TDO
SDT-APA-95937900-D PEREIRA DOS SANTOS CONFECCOES ME,95937900,APUCARANA,-23.60075,-51.47845,SDT,APA
SDL-SJP-94809682-APARECIDA DONIZETE PRISSAO LOPES EPP,94809682,FAZENDA RIO GRANDE,-25.67221,-49.31649,SDL,SJP
SDN-UMU-15279065-A C DA SILVA PALKA,15279065,CIANORTE,-23.66306,-52.59826,SDN,UMU
SDL-CTA-96125420-PAULO FRANCISCO MAICHUK,96125420,CURITIBA,-25.40933,-49.36384,SDL,CTA
SDT-LNA-95178708-PRIMOR DO BRASIL LTDA EPP,95178708,LONDRINA,-23.289,-51.12245,SDT,LNA
SDL-CTA-94592900-EDIFICIO UNIVERSE LIFE SQUARE,94592900,CURITIBA,-25.4345,-49.27909,SDL,CTA
SDT-LNA-97235296-BENPACK EMBALAGENS E GRAFICA EIRELI,97235296,IBIPORA,-23.29072,-51.08416,SDT,LNA
SDL-SJP-44934084-D L NICHELE E CIA LTDA,44934084,FAZENDA RIO GRANDE,-25.64243,-49.3116,SDL,SJP
SDL-SJP-94550328-NP TRANSPORTES E COMERCIO DE VIDROS LTDA,94550328,SAO JOSE DOS PINHAIS,-25.65274,-49.16682,SDL,SJP
SDC-PGO-98139053-PROTECTA COMERCIO PRODUTOS AGROPECUARIOS EIRELI,98139053,PONTA GROSSA,-25.1826,-50.11662,SDC,PGO
SDO-TDO-94980560-SERVICO AUTONOMO DE AGUA E ESGOTO,94980560,MARECHAL CANDIDO RONDON,-24.59439,-54.08382,SDO,TDO
SDO-TDO-94980640-SERVICO AUTONOMO DE AGUA E ESGOTO,94980640,MARECHAL CANDIDO RONDON,-24.59296,-54.0424,SDO,TDO
SDO-PTO-94542252-BILHARES DIPAR LTDA ME,94542252,CLEVELANDIA,-26.41287,-52.38181,SDO,PTO
SDC-UVI-18294324-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,18294324,PAULO FRONTIN,-26.0488,-50.84428,SDC,UVI
SDL-CTA-96554193-GREEN CENTER,96554193,CURITIBA,-25.42733,-49.27065,SDL,CTA
SDN-UMU-94416508-D C N INDUSTRIA DE PLASTICOS E METAIS LTDA ME,94416508,PEROLA,-23.78204,-53.75144,SDN,UMU
SDL-CBN-65657152-TRAIN LETTERS ARTESANATOS EM MADEIRA LTDA ME,65657152,COLOMBO,-25.38238,-49.13403,SDL,CBN
SDN-MGA-88672727-COMPANHIA SULAMERICANA DE DISTRIBUICAO,88672727,MARINGA,-23.42057,-51.94854,SDN,MGA
SDC-IRT-96133597-COOPERATIVA AGRARIA AGROINDUSTRIAL,96133597,GUARAPUAVA,-25.41164,-51.56441,SDC,IRT
SDT-LNA-85863858-FRIGORIFICO VIEIRA E VENDRAME LTDA EPP,85863858,BELA VISTA DO PARAISO,-22.99889,-51.20131,SDT,LNA
SDL-CTA-96122692-SIND DOS TRABS NAS INDS DA CONSTR CIVIL DE CURITIBA,96122692,CURITIBA,-25.42252,-49.27429,SDL,CTA
SDN-PVI-92441360-AGROPRATINHA S A,92441360,PARANAVAI,-22.98287,-52.60285,SDN,PVI
SDO-TDO-19452756-COOPERATIVA AGROINDUSTRIAL COPAGRIL,19452756,MARECHAL CANDIDO RONDON,-24.54365,-54.05076,SDO,TDO
SDL-CBN-96771240-OTIMA INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA,96771240,PINHAIS,-25.42802,-49.18419,SDL,CBN
SDL-CTA-99036320-THE FIVE EAST BATEL,99036320,CURITIBA,-25.43828,-49.27545,SDL,CTA
SDL-CTA-98075624-CONDOR SUPER CENTER LTDA,98075624,CURITIBA,-25.38863,-49.24528,SDL,CTA
SDL-SJP-98725289-EAA EQUIPAMENTOS AUTOMOTIVOS ARAUCARIA LTDA,98725289,ARAUCARIA,-25.55023,-49.36171,SDL,SJP
SDN-CMO-19452195-COAMO AGROINDUSTRIAL COOPERATIVA,19452195,ENGENHEIRO BELTRAO,-23.80886,-52.25042,SDN,CMO
SDT-CPO-96682388-H L INDUSTRIA E COMERCIO DE EMBALAGENS LTDA ME,96682388,ASSAI,-23.38516,-50.85243,SDT,CPO
SDT-APA-100214193-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,100214193,RIO BOM,-23.76058,-51.41557,SDT,APA
SDC-PGO-61537500-NEOGAS DO BRASIL GAS NATURAL COMPRIMIDO S A,61537500,PONTA GROSSA,-25.17792,-50.09371,SDC,PGO
