COD_UN_CONS_UEE,COD_CLAS_CONS_UEE,NOM_COMP_CLI,COD_GRU_TENS_ORIG_UEE,COD_GRU_TENS_FAT_UEE,COD_SITU_UEE,SIG_REGI_RLF,NOM_MUN_RLF,ETAPA,QTD_TENS_LIG_UEE,QTD_TENS_SEC_UEE,DTA_SITU_UEE,COD_TIPO_EQIP_REU,NUM_EQIP_REU,DTA_INS_REU,ENDERECO,NUMERO
34824030,128,SINTEX TINTURARIA INDUSTRIAL LTDA,A,A,LG,NRO,GOIOERE,86,13800,,24/10/96,RG,40682174,28/07/20,ROD PR 180 VER JOCELINO PEREIRA DOS SANTOS,
34801634,78,GRALHA AZUL AVICOLA LTDA FALIDO,A,A,LG,OES,FRANCISCO BELTRAO,66,13800,,11/01/17,RG,31604220,05/09/12,R PAULA FREITAS,700
34772073,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,NRO,CAMPO MOURAO,72,13800,,01/08/08,RG,31606043,16/01/14,R PREF DANIEL PORTELA,
34762590,4837,HOTEL TAROBA LTDA,A,A,LG,OES,FOZ DO IGUACU,86,13800,,15/06/21,RG,40681734,07/08/23,R JORGE SANWAIS,448
34748350,7331,RADIO E TELEVISAO EDUCATIVA DO PARANA TVE,A,A,LG,LES,CURITIBA,72,13800,,18/10/96,RG,31605440,29/04/13,R AMAURI LANGE SILVERIO,350
34745726,8005,EDUARDO JOSEF REINHOFER,A,A,LG,NRO,RONCADOR,41,34500,,08/10/96,RG,40623700,07/04/22,EST RON NTU,
34734210,5704,ASSOCIACAO GRUPO BOTICARIO,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,04/10/96,RG,35600734,05/10/16,R ANNELIESE GELLERT KRIGSNER,3356
34714359,6405,EDIO MARINO SARTORI,A,A,LG,OES,PALOTINA,51,34500,,11/09/96,RG,35602243,23/03/23,LIN CATARINENSE,
34680292,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,OES,CASCAVEL,71,13800,,15/12/93,RG,28600597,26/04/21,R JOAO BERLANDO,481
34679570,236,NUTRIPLAST INDUSTRIA E COMERCIO LTDA,A,A,LG,OES,CASCAVEL,86,34500,,26/03/93,RG,36680194,09/09/16,ROD BR 277,582
34658629,6200,CONDOMINIO SHOPPING CENTER AGUA VERDE,A,A,LG,LES,CURITIBA,71,13800,,01/10/96,RG,31604919,08/04/13,AV REPUBLICA ARGENTINA,1947
34632590,4308,RCK COMUNICACOES LTDA,A,A,LG,OES,CASCAVEL,81,13800,,08/01/21,RG,35600938,30/06/15,R PERNAMBUCO,1600
34626913,249,CERAMICA ITAIPULANDIA LTDA,A,A,LG,OES,ITAIPULANDIA,50,34500,,11/09/96,RG,31603100,21/06/19,AV NS APARECIDA,
34619836,7202,MUNICIPIO DE CURITIBA,A,A,LG,LES,CURITIBA,72,13800,,23/01/09,RG,40622440,17/03/23,R LORY LUNARDON,
34617426,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,MANDAGUARI,64,13800,,27/05/72,RG,30600623,14/01/11,EST CAITU,5
34617418,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,DOUTOR CAMARGO,68,13800,,28/11/86,RG,41683447,07/12/23,ROD DCA IVT,
34608915,6200,CONDOMINIO COMPLEXO SHOPPING CURITIBA,A,A,LG,LES,CURITIBA,86,13800,,24/08/96,RG,40682760,31/03/23,R BRIG FRANCO,2300
34601970,260,METALURGICA INDUSTRIAL BOSCH LTDA,A,A,LG,LES,LAPA,74,13800,,28/09/99,RG,31607763,30/10/12,ROD DO XISTO BR 476,
34595350,4644,CONDOMINIO COMPLEXO SHOPPING CURITIBA,A,A,LG,LES,CURITIBA,86,13800,,24/08/96,RG,40682761,31/03/23,R BRIG FRANCO,2300
34586750,3430,SERVICO AUTONOMO DE AGUA E ESGOTO,A,A,LG,OES,MARECHAL CANDIDO RONDON,78,13800,,11/09/96,RG,32601343,22/07/14,R SALVADOR,
34567062,5103,SUPERGASBRAS ENERGIA LTDA,A,A,LG,LES,ARAUCARIA,86,13800,,11/09/81,RG,33616020,12/02/16,ROD BR 476 DO XISTO,
34561161,7202,MUNICIPIO DE IRATI,A,A,LG,CSL,IRATI,63,13800,,06/09/96,RG,31601532,22/07/11,R DAS CASTANHEIRAS,80
34560858,249,JOSE FRANCISCO BERNAL MARTINS,A,A,LG,NRT,JATAIZINHO,66,13800,,15/06/05,RG,28600479,17/01/01,AV PRES JOHN KENNEDY,
34560840,249,CERAMICA HILAG LTDA,A,A,LG,LES,CAMPO DO TENENTE,72,13800,,28/12/00,RG,40622989,23/03/21,ROD BR CENTO E DEZESSEIS,
34554548,5704,SISTEMA DE TECNOLOGIA E MONITORAMENTO AMBIENTAL DO PARANA SIMEPAR,A,A,LG,LES,CURITIBA,76,13800,,04/09/96,RG,32601065,18/03/13,AV CEL FRANCISCO H DOS SANTOS,210
34530312,4698,LOJAS RENNER S A,A,A,LG,LES,CURITIBA,86,13800,,04/09/96,RG,41683444,19/11/21,R BRIG FRANCO,2300
34523260,465,LOUIS DREYFUS COMPANY BRASIL S A,A,A,LG,LES,PARANAGUA,75,13800,,22/09/14,RG,40623616,05/09/22,R PAULO CANHOLA,839
34508910,5544,INSTITUTO DE CANCER DE LONDRINA,A,A,LG,NRT,LONDRINA,86,13800,,01/09/96,RG,40682241,09/11/20,R LUCILA BALLALAI,212
34481397,3430,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,A,A,LG,NRT,IBIPORA,79,13800,,02/08/74,RG,40622140,25/01/23,GLB AGUA JACUTINGA,
34479635,231,PLASTICOS MAGNO LTDA,A,A,LG,NRT,APUCARANA,86,13800,,06/09/96,RG,36680331,18/05/18,AV ZILDA SEIXAS AMARAL,4280
34470670,302,METALURGICA ANGELIN LTDA,A,A,LG,LES,CURITIBA,74,13800,,21/08/96,RG,31602092,29/05/12,R FRANCISCO SOBANIA,1235
34470085,461,AMITEC INDUSTRIA E COMERCIO DE AMIDOS LTDA,A,A,LG,NRO,GOIOERE,86,13800,,22/08/96,RG,1517263,09/07/23,R ESPIRITO SANTO,
34433244,5526,UNIPAR - SOCIEDADE EMPRESARIAL LTDA.,A,A,LG,NRO,UMUARAMA,41,13800,,14/08/96,RG,29602257,08/05/15,ROD PR 482 DR MOACYR LOURES PACHECO,
34415270,7241,CONSORCIO INTERMUN DE SAUDE AMERIOS 12A REGIONAL DE SAU,A,A,LG,NRO,UMUARAMA,70,13800,,01/12/83,RG,28600026,01/12/83,AV ANGELO MOREIRA DA FONSECA,866
34393692,4625,SEMEAR COMERCIO DE INSUMOS LTDA,A,A,LG,OES,CASCAVEL,44,13800,,11/07/77,RG,31605813,20/09/12,ROD BR 277,597
34383476,249,A F ZAMINHAN CIA LTDA,A,A,LG,OES,SANTA HELENA,73,34500,,27/04/20,RG,35602391,01/03/16,R DO PORTO,0
34346007,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,PAICANDU,73,13800,,17/08/94,RG,27601589,18/04/08,R CAMPO GRANDE,
34327002,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,LES,QUATRO BARRAS,74,13800,,18/07/08,RG,31605038,22/08/13,AV SAO SEBASTIAO,39
34307486,5615,ASSOCIACAO BANESTADO,A,A,LG,NRT,LONDRINA,66,13800,,14/08/96,RG,30601379,14/08/96,R PRIMO CAMPANA,355
34299815,5704,ASSOCIACAO COMUNITARIA DOS MORADORES PROPRIETARIOS DE WITMARSUM,A,A,LG,CSL,PALMEIRA,65,13800,,01/08/96,RG,31603837,22/03/13,COL WITMARSUM,
34289623,434,ANTONIO MORO CIA LTDA,A,A,LG,CSL,PONTA GROSSA,86,13800,,29/12/17,RG,40682001,05/03/21,POV TAQUARUCU,
34240888,258,INDUSTRIA E COMERCIO DE CALCARIO SOLO BRANCO LTDA,A,A,LG,LES,ALMIRANTE TAMANDARE,61,13800,,01/08/96,RG,35602338,06/11/17,R FRANCISCO DE LARA VAZ,
34235833,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,CSL,PONTA GROSSA,62,13800,,22/03/96,RG,31601619,20/07/11,AV THEODORO GUIMARAES,242
34233288,4147,COOPERATIVA AGROINDUSTRIAL COPAGRIL,A,A,LG,OES,MARECHAL CANDIDO RONDON,86,34500,,30/06/78,RG,38680903,01/07/18,EST MARGARIDA A PATO BRAGADO,
34232419,70,EVEREST INDUSTRIA DE ALIMENTOS LTDA,A,A,LG,OES,ITAIPULANDIA,86,34500,,24/12/86,RG,40682187,15/06/21,AV NS DO CARMO,1315
34218653,392,MARTINUCCI DO BRASIL MOVEIS PARA ESCRITORIO LTDA,A,A,LG,NRO,SARANDI,58,13800,,18/07/96,RG,40620618,27/04/21,R MARIO MARTINUCCI,625
34209077,4853,BANCO DO BRASIL SA,A,A,LG,NRT,ARAPONGAS,77,13800,,31/01/90,RG,31604266,04/10/18,AV ARAPONGAS,68
34196510,4642,J MARTINS SUPERMERCADOS PLANALTO LTDA,A,A,LG,NRO,UMUARAMA,86,13800,,10/12/82,RG,36680188,29/08/16,AV BRASIL,3045
34184732,4257,CONCESSIONARIA DO BLOCO SUL S A,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,17/07/96,RG,31605615,17/04/13,R AEROPORTO,0
34184597,4256,CONCESSIONARIA DO BLOCO SUL S A,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,12/07/96,RG,31605617,17/04/13,R AEROPORTO,0
34184503,68,VITALAC INDUSTRIA DE LATICINIOS LTDA,A,A,LG,NRO,GUAIRACA,64,34500,,19/07/96,RG,31607374,31/08/17,R JUNZO NAGAI,1352
34176764,289,FHORTSOL INDUSTRIA E COMERCIO LTDA,A,A,LG,NRO,PEABIRU,51,13800,,28/07/00,RG,40625319,28/03/23,R PISTA EXCLUSIVA DO PARQUE INDUSTRIAL,277
34161562,4837,EMPRESA HOTELEIRA MABU LTDA,A,A,LG,OES,FOZ DO IGUACU,86,13800,,19/07/96,RG,36680367,11/03/20,AV DAS CATARATAS,3175
34138234,249,CERTERRA CERAMICA LTDA,A,A,LG,OES,SANTA HELENA,73,34500,,12/12/23,RG,40624423,29/07/21,LIN MORENAO,
34083383,4681,CASA CHINA LTDA,A,A,LG,NRO,MARINGA,72,13800,,24/09/15,RG,35601083,24/09/15,AV GETULIO VARGAS,245
34083375,4893,PARANA CLINICAS PLANOS DE SAUDE S A,A,A,LG,NRO,MARINGA,76,13800,,03/02/23,RG,40625206,03/02/23,AV BRASIL,5431
34071415,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,LES,PONTAL DO PARANA,64,13800,,04/07/96,RG,31606590,05/01/16,R FERNANDO DE NORONHA,451
34067370,236,ROSANGELA CLEMER FARINA BOTOSKI,A,A,LG,LES,CURITIBA,74,13800,,23/07/96,RG,35600680,06/08/15,R DIRCEU MACHADO,710
34050361,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,LES,CURITIBA,68,13800,,21/07/08,RG,28600068,21/07/08,R TEFFE,692
34040226,231,PARNAPLAST INDUSTRIA DE PLASTICOS LTDA,A,A,LG,LES,ARAUCARIA,86,13800,,01/07/96,RG,36680094,22/07/16,AV DAS ARAUCARIAS,5185
34040030,4666,DEPOSITO DE MATERIAIS PARA CONSTRUCAO NICHELE LTDA,A,A,LG,LES,CURITIBA,75,13800,,05/02/24,RG,44629057,05/02/24,R ROBERTO OZORIO DE ALMEIDA,1690
34034897,107,CERVEJARIAS KAISER BRASIL SA,A,A,LG,CSL,PONTA GROSSA,86,138000,,21/06/96,RG,41683349,08/11/21,AV TOCANTINS,199
34028200,287,PDA INDUSTRIA E COMERCIO LTDA,A,A,LG,OES,AMPERE,86,13800,,15/04/98,RG,39680968,17/05/19,R DOMINGOS PARIZOTTO,25
34025286,363,DM DO BRASIL LTDA,A,A,LG,LES,ARAUCARIA,70,13800,,01/12/23,RG,35600556,01/12/23,AV DAS ARAUCARIAS,3491
34009973,249,CERAMICA CUNHA LTDA,A,A,LG,NRO,SAO MANOEL DO PARANA,66,34500,,17/02/20,RG,29601522,14/11/12,R PE ANCHIETA,385
34004602,146,CURTUME PANORAMA LTDA,A,A,LG,NRO,UMUARAMA,50,13800,,27/08/91,RG,40624343,30/05/23,EST JUVENAL,
34001417,4853,COOP CRED POUP INVEST C GERAIS GR CURITIBA SICREDI C G GR CTBA PR SP,A,A,LG,LES,CURITIBA,66,13800,,18/09/12,RG,31602831,18/09/12,R MAL DEODORO,869
33998612,4188,EDITORA FTD SA,A,A,LG,LES,CURITIBA,65,13800,,21/05/96,RG,31602687,12/04/13,R JOAO NEGRAO,2720
33982856,137,JAMATA INDUSTRIA E COMERCIO DE CONFECCOES LTDA,A,A,LG,NRT,SIQUEIRA CAMPOS,67,13800,,20/05/96,RG,31600684,30/08/11,R ESTADO DO RIO,2
33963045,392,MODILAC INDUSTRIA E COMERCIO DE MOVEIS LTDA,A,A,LG,OES,TOLEDO,74,13800,,20/11/95,RG,27600538,20/11/95,R JOAQUIM PIAZZA,580
33952809,4642,A P SOUZA SOUZA LTDA,A,A,LG,NRO,IPORA,73,13800,,15/10/01,RG,30601117,17/02/11,R PEDRO ALVARES CABRAL,1779
33944148,4641,J MARTINS SUPERMERCADOS PLANALTO LTDA,A,A,LG,NRO,UMUARAMA,86,13800,,14/10/89,RG,40681361,09/11/23,AV TIRADENTES,2950
33932379,7202,MUNICIPIO DE CASCAVEL,A,A,LG,OES,CASCAVEL,81,13800,,27/05/96,RG,31605778,07/11/12,AV TITO MUFFATO,2581
33918970,7218,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ASTORGA,A,A,LG,NRT,ASTORGA,67,13800,,17/06/96,RG,29601801,04/10/96,R JOAQUIM NABUCO,100
33914443,5526,UNIPAR SOCIEDADE EMPRESARIAL LTDA,A,A,LG,OES,GUAIRA,72,13800,,05/06/96,RG,31600166,17/12/16,R CARLOS GOMES,558
33908311,5487,POLISERVICE SISTEMAS DE SEGURANCA LTDA,A,A,LG,LES,PINHAIS,69,13800,,30/08/01,RG,32601002,14/05/13,ROD DEP JOAO LEOPOLDO JACOMEL,12813
33907153,434,CONSTRUTORA SANCHES TRIPOLONI LTDA,A,A,LG,NRO,MARINGA,77,13800,,22/12/94,RG,28600355,15/07/13,EST DUZENTOS,
33907145,4642,GALVAN ENERGETICA LTDA,A,A,LG,OES,DOIS VIZINHOS,74,13800,,11/03/76,RG,40623868,28/04/21,AV RIO GRANDE DO SUL,552
33898707,358,HAAS DO BRASIL INDUSTRIA DE MAQUINAS LTDA,A,A,LG,LES,CURITIBA,50,13800,,10/01/79,RG,35602334,18/09/17,AV JUSCELINO KUBITSCHEK DE OLIVEIRA,1105
33859434,4256,CONCESSIONARIA DO BLOCO SUL S A,A,A,LG,LES,SAO JOSE DOS PINHAIS,86,13800,,23/05/96,RG,40682621,27/08/23,AV ROCHA POMBO,0
33853320,4642,SUPERCOLLI SUPERMERCADO LTDA,A,A,LG,OES,TUPASSI,47,13800,,02/10/08,RG,28600659,17/12/15,R ELVINA FIGUEIREDO DOS SANTOS,2019
33838410,7202,MUNICIPIO DE SANTA TEREZINHA DE ITAIPU,A,A,LG,OES,SANTA TEREZINHA DE ITAIPU,77,34500,,29/05/96,RG,31600004,27/09/11,R MANOEL MOREIRA PENA,1221
33836914,289,SERVMAN SERVICOS DE MANUTENCAO INDUSTRIAL LTDA,A,A,LG,LES,CURITIBA,74,13800,,19/04/93,RG,31602539,17/11/11,R DES ESTANISLAU CARDOSO,700
33824657,392,CAMA INBOX INDUSTRIA E COMERCIO DE MOVEIS LTDA,A,A,LG,NRO,UMUARAMA,70,13800,,16/02/21,RG,40622517,16/02/21,R ANTONIO FERNANDES DE LIMA,1571
33813477,233,ALEXANDRE RIBEIRO DO NASCIMENTO INDUSTRIA DE PLASTICOS,A,A,LG,NRT,APUCARANA,79,13800,,21/12/84,RG,27600365,27/05/11,R JOSE CAMPOY,
33800677,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,OES,LARANJEIRAS DO SUL,65,13800,,29/08/78,RG,40621897,28/01/21,ROD BR 158,
33799733,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,OES,LARANJEIRAS DO SUL,65,13800,,30/08/78,RG,31605753,08/12/12,LIN RIO DO LEAO,
33785180,4641,WMS SUPERMERCADOS DO BRASIL LTDA,A,A,LG,LES,CURITIBA,86,13800,,14/04/96,RG,37680610,15/05/23,AV PRES ARTHUR DA SILVA BERNARDES,2200
33777349,5524,ASSOCIACAO EDUCADORA E BENEFICENTE,A,A,LG,LES,CURITIBA,56,13800,,13/05/96,RG,32601068,18/03/13,AV CEL FRANCISCO H DOS SANTOS,518
33775575,6200,COND EDIF TOWER CLUB HOUSE,A,A,LG,LES,CURITIBA,65,13800,,16/05/96,RG,31603037,28/11/12,AV IGUACU,2960
33760900,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,MARINGA,77,34500,,16/05/96,RG,35602642,05/07/17,EST MORANGUEIRA,14500
33678154,4496,L C BRANCO EMPREENDIMENTOS IMOBILIARIOS LTDA,A,A,LG,LES,CURITIBA,64,13800,,12/11/97,RG,28600055,12/11/97,R CEL DULCIDIO,517
33676208,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,MANDAGUACU,67,13800,,03/05/96,RG,29601623,31/05/11,R TAMANDARE,
33673152,78,PROFOSCAL INDUSTRIA E COMERCIO DE SUBPRODUTOS DE ORIGEM ANIMAL LTDA,A,A,LG,NRO,MARINGA,70,13800,,24/04/96,RG,35602635,20/07/17,R PNA MARIA CAVALCANTE RUY,980
33670420,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,LES,COLOMBO,71,13800,,07/05/96,RG,32600849,10/09/13,R ANTENOR LAZARINE,
33665281,220,HIDROMAR INDUSTRIA QUIMICA LTDA,A,A,LG,LES,CURITIBA,74,13800,,23/04/96,RG,31603098,20/12/19,R CYRO CORREIA PEREIRA,2977
33637547,289,METALREVEST PINTURA ELETROSTATICA A PO LTDA,A,A,LG,NRT,LONDRINA,66,13800,,14/02/11,RG,30600898,14/02/11,R DAS INDUSTRIAS,431
33625930,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,LES,CURITIBA,72,13800,,22/04/92,RG,31602871,31/07/12,R FRANCISCO MANFRON,
33599947,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,NRO,MARINGA,86,13800,,01/08/08,RG,39681008,15/09/22,R DOMINGOS MIAO,81
33590796,4149,COMERCIAL MARCHI LTDA,A,A,LG,NRT,CAMBE,65,13800,,26/03/97,RG,30600383,06/10/98,ROD PR 445 CELSO GARCIA CID,1626
33571554,7314,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,A,A,LG,OES,MARECHAL CANDIDO RONDON,74,13800,,19/04/96,RG,31604182,19/09/12,R PRESIDENTE COSTA E SILVA,1350
33554366,5558,ULTRAMED UNIDADE DE ULTRASSONOGRAFIA LONDRINA LTDA,A,A,LG,NRT,LONDRINA,67,13800,,01/03/90,RG,28600522,01/03/90,R BORBA GATO,1181
33541850,405,BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LTDA,A,A,LG,LES,COLOMBO,73,13800,,02/04/96,RG,31604985,02/05/13,R NAPOLES,149
33540799,73,INDUSTRIA AGRO COMERCIAL CASSAVA SA,A,A,LG,OES,MARIPA,86,34500,,13/02/95,RG,28616029,25/05/16,RM PR 182,19
33540764,155,PINUSTAN INDUTRIA E COMERCIO DE MADEIRAS LTDA,A,A,LG,LES,BOCAIUVA DO SUL,86,13800,,27/03/96,RG,36680545,14/07/17,R ALFREDO STRAUB,506
33534861,75,COMERCIAL AGRICOLA TOLEDO LTDA,A,A,LG,OES,TOLEDO,86,13800,,06/07/00,RG,38680944,25/07/19,LIN BANGU,
33476853,64,SIPAL INDUSTRIA E COMERCIO LTDA,A,A,LG,LES,PARANAGUA,72,13800,,04/03/96,RG,31607206,17/07/14,AV BENTO ROCHA,344
33457417,8005,VALDEMAR PICHELLI,A,A,LG,NRO,SAO JORGE DO IVAI,41,13800,,19/03/96,RG,40621032,16/11/23,EST ITAMARATI,
33425132,50,FRIGORIFICO ARGUS LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,86,13800,,07/10/75,RG,36680008,28/06/16,R NOEL GOMES DE ALMEIDA,1100
33386730,5551,CLINICA PONTAGROSSENSE DE FRATURAS E ORTOPEDIA LTDA,A,A,LG,CSL,PONTA GROSSA,62,13800,,28/02/96,RG,31601606,20/07/11,R BALDUINO TAQUES,1599
33382590,4642,AMERICANAS S A EM RECUPERACAO JUDICIAL,A,A,LG,OES,FOZ DO IGUACU,72,13800,,15/03/23,RG,40625682,15/12/23,AV BRASIL,1151
33380198,4642,AMERICANAS S A EM RECUPERACAO JUDICIAL,A,A,LG,LES,CURITIBA,86,13800,,28/08/96,RG,39681085,01/08/23,R BRIG FRANCO,2698
33379998,4698,C A MODAS S A,A,A,LG,LES,CURITIBA,86,13800,,06/09/96,RG,25616077,17/06/16,R BRIG FRANCO,2300
33379025,4842,AEM SERVICOS DE HOSPEDAGEM LTDA,A,A,LG,LES,CURITIBA,63,13800,,19/11/21,RG,31602178,03/10/12,R BENJAMIN CONSTANT,438
33375453,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,MOREIRA SALES,70,34500,,18/03/96,RG,31606038,24/10/13,EST TRES PONTES,
33355215,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRO,XAMBRE,77,34500,,03/06/92,RG,40621792,13/09/22,ROD PR 489 XAM UMU,
33348260,4837,BEVENILDO GALLI,A,A,LG,NRT,LONDRINA,68,13800,,08/03/96,RG,31604313,12/02/19,AV TIRADENTES,2055
33317070,5615,SANTA MONICA CLUBE DE CAMPO,A,A,LG,LES,COLOMBO,86,13800,,20/02/96,RG,37680674,05/12/17,ROD BR 116,5000
33310203,4837,HOTEL BOURBON DE FOZ DO IGUACU LTDA,A,A,LG,OES,FOZ DO IGUACU,86,13800,,21/09/71,RG,40681761,28/03/22,AV DAS CATARATAS,
33293139,4642,MERCEARIA EMPORIO SAO JOSE LTDA,A,A,LG,LES,CURITIBA,79,13800,,28/06/18,RG,31601643,28/06/18,R COM ARAUJO,731
33288283,228,L M MACHADO SZYCHTA,A,A,LG,NRO,PEABIRU,71,13800,,01/03/96,RG,28600388,13/03/09,ROD BR 158,
33261369,6200,CONDOMINIO EDIFICIO VITORIA PALACE,A,A,LG,LES,CURITIBA,65,13800,,15/02/96,RG,31605259,29/01/18,R FRANCISCO ROCHA,1640
33261296,7411,UNIVERSIDADE FEDERAL DO PARANA,A,A,LG,LES,CURITIBA,68,13800,,09/02/96,RG,31604877,26/10/15,R XV DE NOVEMBRO,1299
33260702,4641,VIVIAN SUPERMERCADOS LTDA,A,A,LG,NRO,UMUARAMA,68,13800,,04/03/96,RG,35600299,17/03/16,AV LONDRINA,4414
33237670,3430,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,A,A,LG,NRT,SERTANEJA,73,13800,,23/02/96,RG,27600368,30/07/97,BRO AGUA DA ONCA,
33235953,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,OES,PATO BRANCO,72,34500,,01/12/83,RG,40621872,14/07/21,LIN FAZENDA DA BARRA,0
33223645,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,CSL,PONTA GROSSA,62,13800,,29/01/96,RG,31601618,20/07/11,AV VISC DE MAUA,
33220930,4324,OI S A EM RECUPERACAO JUDICIAL,A,A,LG,NRO,SARANDI,62,13800,,19/01/96,RG,35601218,20/07/15,R JOSE EMILIANO DE GUSMAO,66
33210128,4484,FURNAS CENTRAIS ELETRICAS S A,A,A,LG,NRT,MANOEL RIBAS,62,34500,,31/01/96,RG,33616124,05/11/15,LIN FURNAS,
33209979,4853,ITAU UNIBANCO S A,A,A,LG,NRT,LONDRINA,86,13800,,15/03/00,RG,40681890,07/06/23,AV TIRADENTES,1105
33182051,5525,POSITIVO ADMINISTRADORA DE BENS LTDA,A,A,LG,LES,CURITIBA,67,13800,,05/02/96,RG,31604924,03/04/13,AV SETE DE SETEMBRO,4228
33165947,5103,COMPANHIA ULTRAGAZ S A,A,A,LG,LES,ARAUCARIA,86,13800,,13/12/77,RG,40681961,05/01/21,ROD BR 476 DO XISTO,
33162557,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,PINHALAO,70,13800,,06/02/96,RG,30600124,26/11/08,ROD PR 272,
33137170,4257,CONCESSIONARIA DO BLOCO SUL S A,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,09/02/96,RG,31605613,30/03/17,AV ROCHA POMBO,0
33133298,4158,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S A,A,A,LG,CSL,PONTA GROSSA,71,13800,,20/11/81,RG,35602757,07/11/16,AV GAL CARLOS CAVALCANTI,4789
33133280,4853,BANCO DO BRASIL SA,A,A,LG,NRO,MANDAGUARI,64,13800,,11/12/70,RG,28600418,01/08/08,AV AMAZONAS,501
33115206,4101,PARAGUACU AUTOMOVEIS LTDA,A,A,LG,OES,FOZ DO IGUACU,52,13800,,20/07/71,RG,35600835,03/07/17,AV BRASIL,437
33082073,4853,BANCO DO BRASIL SA,A,A,LG,NRT,CAMBE,78,13800,,12/12/75,RG,40623972,29/08/22,AV INGLATERRA,751
33046778,4109,AUTO TECNICA DIESEL LTDA RECUP JUD RECUP JUD,A,A,LG,NRO,MARINGA,78,13800,,06/01/21,RG,31601764,17/11/14,R RUBENS SEBASTIAO MARIN,400
33037833,7313,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,A,A,LG,OES,FOZ DO IGUACU,49,13800,,08/02/96,RG,30600707,06/10/04,R TARQUINIO JOSLIN DOS SANTOS,1300
33020612,4200,RUMO MALHA SUL S A,A,A,LG,LES,CURITIBA,86,13800,,17/06/19,RG,38680823,11/06/18,R EMILIO BERTOLINI,100
32961537,46,FRIGORIFICO TANGARA INDUSTRIA COMERCIO DE CARNES LTDA,A,A,LG,NRT,CORNELIO PROCOPIO,71,13800,,29/04/20,RG,29601307,12/04/10,R PAULA GOMES,1001
32946503,331,KL DO BRASIL COMPONENTES ELETRICOS LTDA,A,A,LG,NRO,PEABIRU,51,13800,,10/01/96,RG,31604711,29/07/14,AV JOSE MOSER,800
32927061,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,JANDAIA DO SUL,67,13800,,30/01/96,RG,30601360,12/05/06,R SEN SOUZA NAVES,
32874510,5704,ASSOCIACAO DOS SERVIDORES PUBLICOS DO PARANA,A,A,LG,LES,MATINHOS,71,13800,,21/06/21,RG,40623495,21/06/21,R CASTRO,110
32866011,249,CERAMICA MEDIANEIRA LTDA,A,A,LG,OES,MEDIANEIRA,63,13800,,12/01/78,RG,28600111,12/05/11,AV BRASILIA,3300
32845570,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,OES,MARMELEIRO,67,13800,,11/11/81,RG,30600428,12/03/19,R ESIDORO LIRIO FLACH,
32840250,74,A PASSARIN BENEFICIAMENTO,A,A,LG,OES,VIRMOND,48,34500,,25/10/96,RG,31601397,13/11/14,R RAFAEL AUGUSTO BRAGANHOLO,128
32836996,98,INDUSTRIA E COMERCIO DE GELO MOREIRA LTDA,A,A,LG,LES,CURITIBA,86,13800,,05/12/95,RG,41683033,13/12/23,R JOAO CHEDE,2263
